2019-04-20 16:01:07 ===== Starting: rave =====
2019-04-20 16:01:10 Run
2019-04-20 16:01:10 id = 5 (local); Seed = 0; Starting new sample
2019-04-20 16:54:07 id = 3 (local); Seed = 198; Starting new sample
2019-04-20 16:54:15 id = 4 (local); Seed = 193; Done (1)
2019-04-20 16:54:15 id = 4 (local); Seed = 199; Starting new sample
2019-04-20 16:54:25 id = 1 (local); Seed = 194; Done (2)
2019-04-20 16:54:25 id = 1 (local); Seed = 200; Starting new sample
2019-04-20 16:54:58 id = 0 (local); Seed = 196; Done (0)
2019-04-20 16:54:58 id = 0 (local); Seed = 201; Starting new sample
2019-04-20 16:55:03 id = 5 (local); Seed = 195; Done (0)
2019-04-20 16:55:03 id = 5 (local); Seed = 202; Starting new sample
2019-04-20 16:55:41 id = 2 (local); Seed = 197; Done (0)
2019-04-20 16:55:41 id = 2 (local); Seed = 203; Starting new sample
2019-04-20 16:55:50 id = 3 (local); Seed = 198; Done (0)
2019-04-20 16:55:50 id = 3 (local); Seed = 204; Starting new sample
2019-04-20 16:55:57 id = 4 (local); Seed = 199; Done (1)
2019-04-20 16:55:57 id = 4 (local); Seed = 205; Starting new sample
2019-04-20 16:56:03 id = 1 (local); Seed = 200; Done (0)
2019-04-20 16:56:03 id = 1 (local); Seed = 206; Starting new sample
2019-04-20 16:56:37 id = 0 (local); Seed = 201; Done (0)
2019-04-20 16:56:37 id = 0 (local); Seed = 207; Starting new sample
2019-04-20 16:56:45 id = 5 (local); Seed = 202; Done (0)
2019-04-20 16:56:45 id = 5 (local); Seed = 208; Starting new sample
2019-04-20 16:56:58 id = 3 (local); Seed = 204; Done (0)
2019-04-20 16:56:58 id = 3 (local); Seed = 209; Starting new sample
2019-04-20 16:57:02 id = 4 (local); Seed = 205; Done (0)
2019-04-20 16:57:02 id = 4 (local); Seed = 210; Starting new sample
2019-04-20 16:57:23 id = 2 (local); Seed = 203; Done (1)
2019-04-20 16:57:23 id = 2 (local); Seed = 211; Starting new sample
2019-04-20 16:57:45 id = 1 (local); Seed = 206; Done (0)
2019-04-20 16:57:45 id = 1 (local); Seed = 212; Starting new sample
2019-04-20 16:58:19 id = 0 (local); Seed = 207; Done (0)
2019-04-20 16:58:19 id = 0 (local); Seed = 213; Starting new sample
2019-04-20 16:58:23 id = 5 (local); Seed = 208; Done (0)
2019-04-20 16:58:23 id = 5 (local); Seed = 214; Starting new sample
2019-04-20 16:58:37 id = 3 (local); Seed = 209; Done (1)
2019-04-20 16:58:37 id = 3 (local); Seed = 215; Starting new sample
2019-04-20 16:58:44 id = 4 (local); Seed = 210; Done (0)
2019-04-20 16:58:44 id = 4 (local); Seed = 216; Starting new sample
2019-04-20 16:59:06 id = 2 (local); Seed = 211; Done (1)
2019-04-20 16:59:06 id = 2 (local); Seed = 217; Starting new sample
2019-04-20 16:59:09 id = 1 (local); Seed = 212; Done (0)
2019-04-20 16:59:09 id = 1 (local); Seed = 218; Starting new sample
2019-04-20 16:59:55 id = 0 (local); Seed = 213; Done (1)
2019-04-20 16:59:55 id = 0 (local); Seed = 219; Starting new sample
2019-04-20 17:00:05 id = 5 (local); Seed = 214; Done (0)
2019-04-20 17:00:05 id = 5 (local); Seed = 220; Starting new sample
2019-04-20 17:00:12 id = 3 (local); Seed = 215; Done (0)
2019-04-20 17:00:12 id = 3 (local); Seed = 221; Starting new sample
2019-04-20 17:00:23 id = 4 (local); Seed = 216; Done (1)
2019-04-20 17:00:23 id = 4 (local); Seed = 222; Starting new sample
2019-04-20 17:00:33 id = 2 (local); Seed = 217; Done (0)
2019-04-20 17:00:33 id = 2 (local); Seed = 223; Starting new sample
2019-04-20 17:00:52 id = 1 (local); Seed = 218; Done (1)
2019-04-20 17:00:52 id = 1 (local); Seed = 224; Starting new sample
2019-04-20 17:01:16 id = 5 (local); Seed = 220; Done (0)
2019-04-20 17:01:16 id = 5 (local); Seed = 225; Starting new sample
2019-04-20 17:01:37 id = 0 (local); Seed = 219; Done (0)
2019-04-20 17:01:37 id = 0 (local); Seed = 226; Starting new sample
2019-04-20 17:01:51 id = 3 (local); Seed = 221; Done (0)
2019-04-20 17:01:51 id = 3 (local); Seed = 227; Starting new sample
2019-04-20 17:02:05 id = 4 (local); Seed = 222; Done (0)
2019-04-20 17:02:05 id = 4 (local); Seed = 228; Starting new sample
2019-04-20 17:02:16 id = 2 (local); Seed = 223; Done (0)
2019-04-20 17:02:16 id = 2 (local); Seed = 229; Starting new sample
2019-04-20 17:02:19 id = 1 (local); Seed = 224; Done (1)
2019-04-20 17:02:19 id = 1 (local); Seed = 230; Starting new sample
2019-04-20 17:02:55 id = 5 (local); Seed = 225; Done (0)
2019-04-20 17:02:55 id = 5 (local); Seed = 231; Starting new sample
2019-04-20 17:03:19 id = 0 (local); Seed = 226; Done (0)
2019-04-20 17:03:19 id = 0 (local); Seed = 232; Starting new sample
2019-04-20 17:03:34 id = 3 (local); Seed = 227; Done (0)
2019-04-20 17:03:34 id = 3 (local); Seed = 233; Starting new sample
2019-04-20 17:03:43 id = 4 (local); Seed = 228; Done (0)
2019-04-20 17:03:43 id = 4 (local); Seed = 234; Starting new sample
2019-04-20 17:03:55 id = 2 (local); Seed = 229; Done (0)
2019-04-20 17:03:55 id = 2 (local); Seed = 235; Starting new sample
2019-04-20 17:04:01 id = 1 (local); Seed = 230; Done (0)
2019-04-20 17:04:01 id = 1 (local); Seed = 236; Starting new sample
2019-04-20 17:04:37 id = 5 (local); Seed = 231; Done (2)
2019-04-20 17:04:37 id = 5 (local); Seed = 237; Starting new sample
2019-04-20 17:04:57 id = 0 (local); Seed = 232; Done (0)
2019-04-20 17:04:57 id = 0 (local); Seed = 238; Starting new sample
2019-04-20 17:05:01 id = 3 (local); Seed = 233; Done (0)
2019-04-20 17:05:01 id = 3 (local); Seed = 239; Starting new sample
2019-04-20 17:05:26 id = 4 (local); Seed = 234; Done (2)
2019-04-20 17:05:26 id = 4 (local); Seed = 240; Starting new sample
2019-04-20 17:05:30 id = 1 (local); Seed = 236; Done (1)
2019-04-20 17:05:30 id = 1 (local); Seed = 241; Starting new sample
2019-04-20 17:05:37 id = 2 (local); Seed = 235; Done (2)
2019-04-20 17:05:37 id = 2 (local); Seed = 242; Starting new sample
2019-04-20 17:06:11 id = 5 (local); Seed = 237; Done (0)
2019-04-20 17:06:11 id = 5 (local); Seed = 243; Starting new sample
2019-04-20 17:06:39 id = 0 (local); Seed = 238; Done (0)
2019-04-20 17:06:39 id = 0 (local); Seed = 244; Starting new sample
2019-04-20 17:06:44 id = 3 (local); Seed = 239; Done (2)
2019-04-20 17:06:44 id = 3 (local); Seed = 245; Starting new sample
2019-04-20 17:06:44 id = 4 (local); Seed = 240; Done (0)
2019-04-20 17:06:44 id = 4 (local); Seed = 246; Starting new sample
2019-04-20 17:06:54 id = 1 (local); Seed = 241; Done (0)
2019-04-20 17:06:54 id = 1 (local); Seed = 247; Starting new sample
2019-04-20 17:07:16 id = 2 (local); Seed = 242; Done (0)
2019-04-20 17:07:16 id = 2 (local); Seed = 248; Starting new sample
2019-04-20 17:07:26 id = 5 (local); Seed = 243; Done (0)
2019-04-20 17:07:26 id = 5 (local); Seed = 249; Starting new sample
2019-04-20 17:08:17 id = 0 (local); Seed = 244; Done (1)
2019-04-20 17:08:17 id = 0 (local); Seed = 250; Starting new sample
2019-04-20 17:08:23 id = 3 (local); Seed = 245; Done (1)
2019-04-20 17:08:23 id = 3 (local); Seed = 251; Starting new sample
2019-04-20 17:08:27 id = 4 (local); Seed = 246; Done (0)
2019-04-20 17:08:27 id = 4 (local); Seed = 252; Starting new sample
2019-04-20 17:08:36 id = 1 (local); Seed = 247; Done (1)
2019-04-20 17:08:36 id = 1 (local); Seed = 253; Starting new sample
2019-04-20 17:08:47 id = 2 (local); Seed = 248; Done (0)
2019-04-20 17:08:47 id = 2 (local); Seed = 254; Starting new sample
2019-04-20 17:09:05 id = 5 (local); Seed = 249; Done (0)
2019-04-20 17:09:05 id = 5 (local); Seed = 255; Starting new sample
2019-04-20 17:09:52 id = 0 (local); Seed = 250; Done (0)
2019-04-20 17:09:52 id = 0 (local); Seed = 256; Starting new sample
2019-04-20 17:09:55 id = 4 (local); Seed = 252; Done (0)
2019-04-20 17:09:55 id = 4 (local); Seed = 257; Starting new sample
2019-04-20 17:10:05 id = 1 (local); Seed = 253; Done (1)
2019-04-20 17:10:05 id = 1 (local); Seed = 258; Starting new sample
2019-04-20 17:10:05 id = 3 (local); Seed = 251; Done (2)
2019-04-20 17:10:05 id = 3 (local); Seed = 259; Starting new sample
2019-04-20 17:10:29 id = 2 (local); Seed = 254; Done (2)
2019-04-20 17:10:29 id = 2 (local); Seed = 260; Starting new sample
2019-04-20 17:10:47 id = 5 (local); Seed = 255; Done (0)
2019-04-20 17:10:47 id = 5 (local); Seed = 261; Starting new sample
2019-04-20 17:11:30 id = 0 (local); Seed = 256; Done (0)
2019-04-20 17:11:30 id = 0 (local); Seed = 262; Starting new sample
2019-04-20 17:11:38 id = 4 (local); Seed = 257; Done (2)
2019-04-20 17:11:38 id = 4 (local); Seed = 263; Starting new sample
2019-04-20 17:11:47 id = 1 (local); Seed = 258; Done (0)
2019-04-20 17:11:47 id = 1 (local); Seed = 264; Starting new sample
2019-04-20 17:11:47 id = 3 (local); Seed = 259; Done (0)
2019-04-20 17:11:47 id = 3 (local); Seed = 265; Starting new sample
2019-04-20 17:12:06 id = 2 (local); Seed = 260; Done (0)
2019-04-20 17:12:06 id = 2 (local); Seed = 266; Starting new sample
2019-04-20 17:12:13 id = 5 (local); Seed = 261; Done (0)
2019-04-20 17:12:13 id = 5 (local); Seed = 267; Starting new sample
2019-04-20 17:12:56 id = 1 (local); Seed = 264; Done (0)
2019-04-20 17:12:56 id = 1 (local); Seed = 268; Starting new sample
2019-04-20 17:13:04 id = 3 (local); Seed = 265; Done (0)
2019-04-20 17:13:04 id = 3 (local); Seed = 269; Starting new sample
2019-04-20 17:13:10 id = 4 (local); Seed = 263; Done (1)
2019-04-20 17:13:10 id = 4 (local); Seed = 270; Starting new sample
2019-04-20 17:13:12 id = 0 (local); Seed = 262; Done (0)
2019-04-20 17:13:12 id = 0 (local); Seed = 271; Starting new sample
2019-04-20 17:13:28 id = 5 (local); Seed = 267; Done (0)
2019-04-20 17:13:28 id = 5 (local); Seed = 272; Starting new sample
2019-04-20 17:13:49 id = 2 (local); Seed = 266; Done (0)
2019-04-20 17:13:49 id = 2 (local); Seed = 273; Starting new sample
2019-04-20 17:14:11 id = 1 (local); Seed = 268; Done (0)
2019-04-20 17:14:11 id = 1 (local); Seed = 274; Starting new sample
2019-04-20 17:14:39 id = 3 (local); Seed = 269; Done (1)
2019-04-20 17:14:39 id = 3 (local); Seed = 275; Starting new sample
2019-04-20 17:14:42 id = 4 (local); Seed = 270; Done (0)
2019-04-20 17:14:42 id = 4 (local); Seed = 276; Starting new sample
2019-04-20 17:14:55 id = 0 (local); Seed = 271; Done (0)
2019-04-20 17:14:55 id = 0 (local); Seed = 277; Starting new sample
2019-04-20 17:15:10 id = 5 (local); Seed = 272; Done (2)
2019-04-20 17:15:10 id = 5 (local); Seed = 278; Starting new sample
2019-04-20 17:15:18 id = 2 (local); Seed = 273; Done (0)
2019-04-20 17:15:18 id = 2 (local); Seed = 279; Starting new sample
2019-04-20 17:15:53 id = 1 (local); Seed = 274; Done (0)
2019-04-20 17:15:53 id = 1 (local); Seed = 280; Starting new sample
2019-04-20 17:15:57 id = 4 (local); Seed = 276; Done (0)
2019-04-20 17:15:57 id = 4 (local); Seed = 281; Starting new sample
2019-04-20 17:16:21 id = 3 (local); Seed = 275; Done (1)
2019-04-20 17:16:21 id = 3 (local); Seed = 282; Starting new sample
2019-04-20 17:16:34 id = 0 (local); Seed = 277; Done (0)
2019-04-20 17:16:34 id = 0 (local); Seed = 283; Starting new sample
2019-04-20 17:16:53 id = 5 (local); Seed = 278; Done (1)
2019-04-20 17:16:53 id = 5 (local); Seed = 284; Starting new sample
2019-04-20 17:17:00 id = 2 (local); Seed = 279; Done (0)
2019-04-20 17:17:00 id = 2 (local); Seed = 285; Starting new sample
2019-04-20 17:17:19 id = 4 (local); Seed = 281; Done (1)
2019-04-20 17:17:19 id = 4 (local); Seed = 286; Starting new sample
2019-04-20 17:17:27 id = 1 (local); Seed = 280; Done (0)
2019-04-20 17:17:27 id = 1 (local); Seed = 287; Starting new sample
2019-04-20 17:18:04 id = 3 (local); Seed = 282; Done (0)
2019-04-20 17:18:04 id = 3 (local); Seed = 288; Starting new sample
2019-04-20 17:18:16 id = 0 (local); Seed = 283; Done (0)
2019-04-20 17:18:16 id = 0 (local); Seed = 289; Starting new sample
2019-04-20 17:18:18 id = 5 (local); Seed = 284; Done (0)
2019-04-20 17:18:18 id = 5 (local); Seed = 290; Starting new sample
2019-04-20 17:18:21 id = 2 (local); Seed = 285; Done (0)
2019-04-20 17:18:21 id = 2 (local); Seed = 291; Starting new sample
2019-04-20 17:19:01 id = 4 (local); Seed = 286; Done (0)
2019-04-20 17:19:02 id = 4 (local); Seed = 292; Starting new sample
2019-04-20 17:19:09 id = 1 (local); Seed = 287; Done (0)
2019-04-20 17:19:09 id = 1 (local); Seed = 293; Starting new sample
2019-04-20 17:19:41 id = 3 (local); Seed = 288; Done (0)
2019-04-20 17:19:41 id = 3 (local); Seed = 294; Starting new sample
2019-04-20 17:19:49 id = 0 (local); Seed = 289; Done (0)
2019-04-20 17:19:49 id = 0 (local); Seed = 295; Starting new sample
2019-04-20 17:20:00 id = 5 (local); Seed = 290; Done (1)
2019-04-20 17:20:00 id = 5 (local); Seed = 296; Starting new sample
2019-04-20 17:20:03 id = 2 (local); Seed = 291; Done (2)
2019-04-20 17:20:03 id = 2 (local); Seed = 297; Starting new sample
2019-04-20 17:20:37 id = 4 (local); Seed = 292; Done (0)
2019-04-20 17:20:37 id = 4 (local); Seed = 298; Starting new sample
2019-04-20 17:20:42 id = 1 (local); Seed = 293; Done (0)
2019-04-20 17:20:42 id = 1 (local); Seed = 299; Starting new sample
2019-04-20 17:21:24 id = 3 (local); Seed = 294; Done (2)
2019-04-20 17:21:24 id = 3 (local); Seed = 300; Starting new sample
2019-04-20 17:21:31 id = 0 (local); Seed = 295; Done (2)
2019-04-20 17:21:31 id = 0 (local); Seed = 301; Starting new sample
2019-04-20 17:21:38 id = 5 (local); Seed = 296; Done (0)
2019-04-20 17:21:38 id = 5 (local); Seed = 302; Starting new sample
2019-04-20 17:21:40 id = 2 (local); Seed = 297; Done (0)
2019-04-20 17:21:40 id = 2 (local); Seed = 303; Starting new sample
2019-04-20 17:22:19 id = 4 (local); Seed = 298; Done (0)
2019-04-20 17:22:19 id = 4 (local); Seed = 304; Starting new sample
2019-04-20 17:22:24 id = 1 (local); Seed = 299; Done (2)
2019-04-20 17:22:24 id = 1 (local); Seed = 305; Starting new sample
2019-04-20 17:23:01 id = 3 (local); Seed = 300; Done (0)
2019-04-20 17:23:01 id = 3 (local); Seed = 306; Starting new sample
2019-04-20 17:23:06 id = 5 (local); Seed = 302; Done (1)
2019-04-20 17:23:06 id = 5 (local); Seed = 307; Starting new sample
2019-04-20 17:23:10 id = 0 (local); Seed = 301; Done (0)
2019-04-20 17:23:10 id = 0 (local); Seed = 308; Starting new sample
2019-04-20 17:23:23 id = 2 (local); Seed = 303; Done (1)
2019-04-20 17:23:23 id = 2 (local); Seed = 309; Starting new sample
2019-04-20 17:23:51 id = 4 (local); Seed = 304; Done (0)
2019-04-20 17:23:51 id = 4 (local); Seed = 310; Starting new sample
2019-04-20 17:24:02 id = 1 (local); Seed = 305; Done (0)
2019-04-20 17:24:02 id = 1 (local); Seed = 311; Starting new sample
2019-04-20 17:24:22 id = 0 (local); Seed = 308; Done (0)
2019-04-20 17:24:22 id = 0 (local); Seed = 312; Starting new sample
2019-04-20 17:24:43 id = 3 (local); Seed = 306; Done (0)
2019-04-20 17:24:43 id = 3 (local); Seed = 313; Starting new sample
2019-04-20 17:24:49 id = 5 (local); Seed = 307; Done (1)
2019-04-20 17:24:49 id = 5 (local); Seed = 314; Starting new sample
2019-04-20 17:24:58 id = 2 (local); Seed = 309; Done (1)
2019-04-20 17:24:58 id = 2 (local); Seed = 315; Starting new sample
2019-04-20 17:25:33 id = 4 (local); Seed = 310; Done (0)
2019-04-20 17:25:33 id = 4 (local); Seed = 316; Starting new sample
2019-04-20 17:25:34 id = 0 (local); Seed = 312; Done (0)
2019-04-20 17:25:34 id = 0 (local); Seed = 317; Starting new sample
2019-04-20 17:25:44 id = 1 (local); Seed = 311; Done (2)
2019-04-20 17:25:44 id = 1 (local); Seed = 318; Starting new sample
2019-04-20 17:26:02 id = 3 (local); Seed = 313; Done (0)
2019-04-20 17:26:02 id = 3 (local); Seed = 319; Starting new sample
2019-04-20 17:26:31 id = 5 (local); Seed = 314; Done (0)
2019-04-20 17:26:31 id = 5 (local); Seed = 320; Starting new sample
2019-04-20 17:26:40 id = 2 (local); Seed = 315; Done (0)
2019-04-20 17:26:40 id = 2 (local); Seed = 321; Starting new sample
2019-04-20 17:26:46 id = 0 (local); Seed = 317; Done (0)
2019-04-20 17:26:46 id = 0 (local); Seed = 322; Starting new sample
2019-04-20 17:26:55 id = 4 (local); Seed = 316; Done (0)
2019-04-20 17:26:55 id = 4 (local); Seed = 323; Starting new sample
2019-04-20 17:27:26 id = 1 (local); Seed = 318; Done (2)
2019-04-20 17:27:26 id = 1 (local); Seed = 324; Starting new sample
2019-04-20 17:27:44 id = 3 (local); Seed = 319; Done (1)
2019-04-20 17:27:44 id = 3 (local); Seed = 325; Starting new sample
2019-04-20 17:28:02 id = 5 (local); Seed = 320; Done (1)
2019-04-20 17:28:02 id = 5 (local); Seed = 326; Starting new sample
2019-04-20 17:28:06 id = 2 (local); Seed = 321; Done (1)
2019-04-20 17:28:06 id = 2 (local); Seed = 327; Starting new sample
2019-04-20 17:28:28 id = 0 (local); Seed = 322; Done (0)
2019-04-20 17:28:28 id = 0 (local); Seed = 328; Starting new sample
2019-04-20 17:28:37 id = 4 (local); Seed = 323; Done (0)
2019-04-20 17:28:37 id = 4 (local); Seed = 329; Starting new sample
2019-04-20 17:28:57 id = 1 (local); Seed = 324; Done (0)
2019-04-20 17:28:57 id = 1 (local); Seed = 330; Starting new sample
2019-04-20 17:29:23 id = 3 (local); Seed = 325; Done (0)
2019-04-20 17:29:23 id = 3 (local); Seed = 331; Starting new sample
2019-04-20 17:29:45 id = 5 (local); Seed = 326; Done (0)
2019-04-20 17:29:45 id = 5 (local); Seed = 332; Starting new sample
2019-04-20 17:29:48 id = 2 (local); Seed = 327; Done (1)
2019-04-20 17:29:48 id = 2 (local); Seed = 333; Starting new sample
2019-04-20 17:30:07 id = 0 (local); Seed = 328; Done (1)
2019-04-20 17:30:07 id = 0 (local); Seed = 334; Starting new sample
2019-04-20 17:30:11 id = 4 (local); Seed = 329; Done (0)
2019-04-20 17:30:11 id = 4 (local); Seed = 335; Starting new sample
2019-04-20 17:30:39 id = 1 (local); Seed = 330; Done (0)
2019-04-20 17:30:39 id = 1 (local); Seed = 336; Starting new sample
2019-04-20 17:31:05 id = 3 (local); Seed = 331; Done (1)
2019-04-20 17:31:05 id = 3 (local); Seed = 337; Starting new sample
2019-04-20 17:31:21 id = 2 (local); Seed = 333; Done (0)
2019-04-20 17:31:21 id = 2 (local); Seed = 338; Starting new sample
2019-04-20 17:31:23 id = 5 (local); Seed = 332; Done (0)
2019-04-20 17:31:23 id = 5 (local); Seed = 339; Starting new sample
2019-04-20 17:31:49 id = 0 (local); Seed = 334; Done (0)
2019-04-20 17:31:49 id = 0 (local); Seed = 340; Starting new sample
2019-04-20 17:31:53 id = 4 (local); Seed = 335; Done (0)
2019-04-20 17:31:53 id = 4 (local); Seed = 341; Starting new sample
2019-04-20 17:31:53 id = 1 (local); Seed = 336; Done (0)
2019-04-20 17:31:53 id = 1 (local); Seed = 342; Starting new sample
2019-04-20 17:32:43 id = 3 (local); Seed = 337; Done (0)
2019-04-20 17:32:43 id = 3 (local); Seed = 343; Starting new sample
2019-04-20 17:33:03 id = 2 (local); Seed = 338; Done (1)
2019-04-20 17:33:03 id = 2 (local); Seed = 344; Starting new sample
2019-04-20 17:33:05 id = 5 (local); Seed = 339; Done (0)
2019-04-20 17:33:05 id = 5 (local); Seed = 345; Starting new sample
2019-04-20 17:33:27 id = 0 (local); Seed = 340; Done (0)
2019-04-20 17:33:27 id = 0 (local); Seed = 346; Starting new sample
2019-04-20 17:33:29 id = 4 (local); Seed = 341; Done (0)
2019-04-20 17:33:29 id = 4 (local); Seed = 347; Starting new sample
2019-04-20 17:33:35 id = 1 (local); Seed = 342; Done (1)
2019-04-20 17:33:35 id = 1 (local); Seed = 348; Starting new sample
2019-04-20 17:34:25 id = 3 (local); Seed = 343; Done (0)
2019-04-20 17:34:25 id = 3 (local); Seed = 349; Starting new sample
2019-04-20 17:34:40 id = 2 (local); Seed = 344; Done (0)
2019-04-20 17:34:40 id = 2 (local); Seed = 350; Starting new sample
2019-04-20 17:34:44 id = 5 (local); Seed = 345; Done (0)
2019-04-20 17:34:44 id = 5 (local); Seed = 351; Starting new sample
2019-04-20 17:35:09 id = 0 (local); Seed = 346; Done (2)
2019-04-20 17:35:09 id = 0 (local); Seed = 352; Starting new sample
2019-04-20 17:35:11 id = 4 (local); Seed = 347; Done (1)
